State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Uttrakhand,UdhamSinghNagar,Rudrapur,Papaya,Other,Medium,24/09/2025,3000,4000,3500
Uttrakhand,UdhamSinghNagar,Rudrapur,"Pointed gourd (Parval)",Other,FAQ,24/09/2025,4000,6000,5000
"West Bengal",Bankura,Bishnupur(Bankura),Potato,Jyoti,Non-FAQ,24/09/2025,1200,1320,1260
"West Bengal",Birbhum,Birbhum,Potato,Potato,FAQ,24/09/2025,1050,1150,1100
"West Bengal",Birbhum,Birbhum,Rice,Common,FAQ,24/09/2025,3450,3550,3500
"West Bengal",Birbhum,Bolpur,Ginger(Dry),Big/Thick,FAQ,24/09/2025,9300,9500,9400
"West Bengal",Birbhum,Bolpur,Potato,Potato,FAQ,24/09/2025,1050,1150,1100
"West Bengal",Birbhum,Bolpur,Wheat,Sonalika,FAQ,24/09/2025,2500,2600,2550
"West Bengal",Jhargram,Jhargram,Potato,Jyoti,FAQ,24/09/2025,1130,1210,1170
"West Bengal",Jhargram,Jhargram,Rice,Common,FAQ,24/09/2025,3600,4000,3800
"West Bengal",Jhargram,Jhargram,Rice,Fine,FAQ,24/09/2025,4200,4600,4400
"West Bengal",Jhargram,Jhargram,Rice,"Super Fine",FAQ,24/09/2025,4800,5200,5000
"West Bengal",Medinipur(W),Ghatal,"Green Chilli","Green Chilly",FAQ,24/09/2025,8200,8400,8300
"West Bengal",Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,24/09/2025,2300,2350,2330
"West Bengal",Medinipur(W),Ghatal,"Sweet Pumpkin",Other,FAQ,24/09/2025,3000,3200,3100
"West Bengal",Murshidabad,Beldanga,Mustard,"Yellow (Black)",FAQ,24/09/2025,7000,7100,7050
"West Bengal","Paschim Bardhaman",Asansol,"Masur Dal","Masur Dal",FAQ,24/09/2025,9400,9600,9550
"West Bengal","Paschim Bardhaman",Asansol,Onion,Nasik,Non-FAQ,24/09/2025,1400,1550,1500
"West Bengal","Paschim Bardhaman",Asansol,Wheat,Kalyan,Non-FAQ,24/09/2025,2500,2750,2675
"West Bengal","Paschim Bardhaman",Durgapur,Brinjal,Other,FAQ,24/09/2025,3250,3550,3450
"West Bengal","Paschim Bardhaman",Durgapur,Potato,Jyoti,Non-FAQ,24/09/2025,1050,1100,1080
"West Bengal","Paschim Bardhaman",Durgapur,Rice,Other,FAQ,24/09/2025,3050,3200,3150
"Andhra Pradesh",Chittor,Madanapalli,Tomato,Local,FAQ,24/09/2025,1800,2200,2100
"Andhra Pradesh",Chittor,Vayalapadu,Tomato,Hybrid,FAQ,24/09/2025,2200,2600,2400
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Chakkarakeli(Red),Large,24/09/2025,2500,2900,2700
"Andhra Pradesh",Guntur,Pidugurala(Palnadu),"Dry Chillies",Red,FAQ,24/09/2025,10000,14500,14000
"Andhra Pradesh",Visakhapatnam,Anakapally,Gur(Jaggery),"NO 3",FAQ,24/09/2025,3750,3750,3750
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1000,2000,1500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Green Chilli",Other,FAQ,24/09/2025,1500,2500,2000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Lemon,Other,FAQ,24/09/2025,2000,4000,3000
Gujarat,Amreli,Bagasara,"Corriander seed","A-1, Green",FAQ,24/09/2025,6005,6050,6027
Gujarat,Amreli,Damnagar,Brinjal,Other,FAQ,24/09/2025,2500,3500,3050
Gujarat,Amreli,Damnagar,Guar,Gwar,FAQ,24/09/2025,6500,7500,7050
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,24/09/2025,850,2050,1200
Gujarat,Bharuch,Bharuch,"Banana - Green",Other,FAQ,24/09/2025,600,800,700
Gujarat,Bharuch,Bharuch,Brinjal,Other,FAQ,24/09/2025,2000,3500,3000
Gujarat,Bharuch,Bharuch,"Green Chilli",Other,FAQ,24/09/2025,1500,2000,1800
Gujarat,Bharuch,Jambusar,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,24/09/2025,2200,2600,2400
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,24/09/2025,3000,3600,3300
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,24/09/2025,2000,2400,2200
Gujarat,"Chhota Udaipur","Hadad    ",Cotton,"Shanker 6 (B) 30mm FIne",FAQ,24/09/2025,6900,7050,6975
Gujarat,Dahod,Limkheda,Maize,Other,FAQ,24/09/2025,2450,2500,2475
Gujarat,Gandhinagar,Kalol,"Castor Seed",Other,FAQ,24/09/2025,6300,6350,6325
Gujarat,Gandhinagar,Kalol,Wheat,Other,FAQ,24/09/2025,2250,2800,2500
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Bottle gourd",Other,FAQ,24/09/2025,2000,2000,2000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cucumbar(Kheera),Other,FAQ,24/09/2025,2000,3000,3000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Tomato,Other,FAQ,24/09/2025,2500,3000,3000
Gujarat,"Gir Somnath",Talalagir,"Green Chilli",Other,FAQ,24/09/2025,2000,4500,3000
Gujarat,"Gir Somnath",Talalagir,Guar,Other,FAQ,24/09/2025,5000,7000,6000
Gujarat,Jamnagar,Dhrol,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,24/09/2025,1755,1875,1815
Gujarat,Jamnagar,Dhrol,"Green Gram (Moong)(Whole)",Other,FAQ,24/09/2025,4775,6600,5690
Gujarat,Jamnagar,Dhrol,Groundnut,Other,FAQ,24/09/2025,3375,4675,4025
Gujarat,Jamnagar,Dhrol,Jowar(Sorghum),Other,FAQ,24/09/2025,2700,3200,2950
Gujarat,Jamnagar,Dhrol,Wheat,Other,FAQ,24/09/2025,2365,2580,2475
Gujarat,Mehsana,Kadi,Ajwan,Other,FAQ,24/09/2025,5500,6300,6000
Gujarat,Mehsana,Mehsana(Jornang),"Castor Seed","Castor seed",FAQ,24/09/2025,6350,6350,6350
Gujarat,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,24/09/2025,2605,2825,2750
Gujarat,Navsari,Bilimora,Cauliflower,Other,FAQ,24/09/2025,1750,3000,2400
Gujarat,Porbandar,Porbandar,"Bajra(Pearl Millet/Cumbu)",Other,Non-FAQ,24/09/2025,1680,1750,1715
Gujarat,Porbandar,Porbandar,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,24/09/2025,4500,4500,4500
Gujarat,Porbandar,Porbandar,Brinjal,"Arkasheela Mattigulla",FAQ,24/09/2025,2500,3500,3000
Gujarat,Porbandar,Porbandar,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,24/09/2025,16250,16625,16435
Gujarat,Porbandar,Porbandar,Ginger(Green),"Green Ginger",FAQ,24/09/2025,3000,5000,4000
Gujarat,Porbandar,Porbandar,"Mousambi(Sweet Lime)",Mousambi,Large,24/09/2025,3000,3500,3250
Gujarat,Porbandar,Porbandar,Papaya,Other,Large,24/09/2025,2000,3000,2500
Gujarat,Porbandar,Porbandar,Tomato,Deshi,Non-FAQ,24/09/2025,1500,2500,2000
Gujarat,Rajkot,Dhoraji,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,24/09/2025,6230,9755,8755
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,24/09/2025,2500,7500,5000
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,24/09/2025,175,1100,650
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Tomato,Tomato,FAQ,24/09/2025,500,3000,1750
Gujarat,Sabarkantha,Modasa,Wheat,"Lokwan Gujrat",FAQ,24/09/2025,2500,2600,2600
Gujarat,Sabarkantha,Modasa(Tintoi),"Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,24/09/2025,1900,2180,2180
Gujarat,Surat,Songadh,Guar,Gwar,FAQ,24/09/2025,4500,6000,5500
Gujarat,Surat,Songadh(Badarpada),Guar,Other,FAQ,24/09/2025,4500,6000,5500
Gujarat,Surat,Surat,Brinjal,Other,FAQ,24/09/2025,3000,6000,4500
Gujarat,Surat,Surat,Cabbage,Other,FAQ,24/09/2025,600,1800,1200
Gujarat,Surat,Surat,"Cluster beans",Other,FAQ,24/09/2025,4500,9000,6750
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,24/09/2025,5000,10500,7750
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,24/09/2025,1500,3500,2500
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,24/09/2025,4000,4800,4400
Gujarat,Surat,Surat,"Groundnut pods (raw)",Other,FAQ,24/09/2025,3500,4500,4000
Gujarat,Surat,Surat,"Sponge gourd",Other,FAQ,24/09/2025,1500,3500,2500
Gujarat,Surat,Surat,"Sweet Potato",Other,FAQ,24/09/2025,2500,4300,3400
Gujarat,Surat,Surat,"Yam (Ratalu)",Other,FAQ,24/09/2025,6000,22000,14000
Gujarat,Surendranagar,"Dasada Patadi","Castor Seed","Castor seed",FAQ,24/09/2025,6275,6300,6285
Gujarat,Surendranagar,Vadhvan,Cabbage,Cabbage,FAQ,24/09/2025,1000,2000,1500
Gujarat,Surendranagar,Vadhvan,Garlic,Garlic,FAQ,24/09/2025,9000,9500,9250
Gujarat,Vadodara(Baroda),Padra,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2500,3000,2750
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,FAQ,24/09/2025,2000,3500,2750
Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),Other,FAQ,24/09/2025,2500,4000,3250
Gujarat,Vadodara(Baroda),Padra,"Pointed gourd (Parval)",Other,FAQ,24/09/2025,4500,5000,4750
Gujarat,Vadodara(Baroda),Padra,Pumpkin,Other,FAQ,24/09/2025,1000,1200,1100
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,FAQ,24/09/2025,1500,2200,1850
Haryana,Ambala,Barara,Colacasia,Colacasia,FAQ,24/09/2025,1200,1500,1200
Haryana,Ambala,Barara,Coriander(Leaves),Coriander,FAQ,24/09/2025,1200,1500,1200
Haryana,Ambala,Barara,Garlic,Average,FAQ,24/09/2025,2200,2200,2200
Haryana,Ambala,Barara,Pomegranate,Other,Medium,24/09/2025,7000,10000,7000
Haryana,Gurgaon,Gurgaon,"Bitter gourd",Other,FAQ,24/09/2025,1500,2500,2000
Haryana,Gurgaon,Gurgaon,Guava,Other,Large,24/09/2025,2000,4000,3000
Haryana,Gurgaon,Gurgaon,Onion,Other,FAQ,24/09/2025,1000,1500,1250
Haryana,Hissar,Barwala(Hisar),Cucumbar(Kheera),Other,FAQ,24/09/2025,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),Guava,Other,Medium,24/09/2025,3500,4000,3800
Haryana,Hissar,Barwala(Hisar),Lemon,Other,FAQ,24/09/2025,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),"Mousambi(Sweet Lime)",Other,Medium,24/09/2025,3000,4500,3500
Haryana,Hissar,Barwala(Hisar),"Onion Green",Other,FAQ,24/09/2025,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),Tomato,Other,FAQ,24/09/2025,1500,2000,1800
Haryana,Hissar,Hansi,Beetroot,Other,FAQ,24/09/2025,3000,3500,3300
Haryana,Hissar,Hansi,"Bottle gourd",Other,FAQ,24/09/2025,1500,2500,2000
Haryana,Hissar,Hansi,Capsicum,Other,FAQ,24/09/2025,5000,7000,6000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,24/09/2025,5000,7000,6000
Haryana,Hissar,Hansi,"French Beans (Frasbean)",Other,FAQ,24/09/2025,4000,5000,4500
Haryana,Hissar,Hansi,Pear(Marasebu),Other,Medium,24/09/2025,4000,8000,6000
Haryana,Hissar,Hansi,"Peas Wet",Other,FAQ,24/09/2025,20000,20000,20000
Haryana,Hissar,Hansi,Pineapple,Other,Medium,24/09/2025,3000,3500,3300
Haryana,Hissar,Hansi,Pumpkin,Other,FAQ,24/09/2025,1000,1500,1200
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,24/09/2025,3000,4000,3500
Haryana,Jhajar,Bahadurgarh,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2500,2700,2600
Haryana,Jhajar,Bahadurgarh,Cabbage,Other,FAQ,24/09/2025,1800,2000,1900
Haryana,Jhajar,Bahadurgarh,Garlic,Other,FAQ,24/09/2025,8000,10000,9000
Haryana,Jind,Narwana,Apple,Other,Medium,24/09/2025,3500,10000,8500
Haryana,Jind,Narwana,Onion,Other,FAQ,24/09/2025,1500,1500,1500
Haryana,Kaithal,Dhand,Potato,Other,FAQ,24/09/2025,1200,1400,1340
Haryana,Kurukshetra,Ladwa,Cabbage,Cabbage,FAQ,24/09/2025,2500,2500,2500
Haryana,Kurukshetra,Ladwa,Ginger(Dry),Other,FAQ,24/09/2025,5000,5000,5000
Haryana,Kurukshetra,Ladwa,"Leafy Vegetable","Leafy Vegetables",FAQ,24/09/2025,2000,2000,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Coriander(Leaves),Coriander,FAQ,24/09/2025,10000,10000,10000
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1500,4000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Garlic,Garlic,FAQ,24/09/2025,8000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,Onion,FAQ,24/09/2025,1600,1600,1600
Haryana,Mahendragarh-Narnaul,Narnaul,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,24/09/2025,2000,2500,2500
Haryana,Panipat,Panipat,Apple,Other,Medium,24/09/2025,2000,10000,6000
Haryana,Panipat,Panipat,Chikoos(Sapota),Other,Medium,24/09/2025,3000,3200,3100
Haryana,Panipat,Panipat,Pomegranate,Pomogranate,Medium,24/09/2025,3000,7000,5000
Haryana,Panipat,Panipat,Tomato,Other,FAQ,24/09/2025,1000,3000,2000
Haryana,Panipat,Panipat(Baharpur),Paddy(Dhan)(Basmati),"Basmati 1509",FAQ,24/09/2025,2900,3100,3000
Haryana,Rewari,Kosli,Banana,Other,Medium,24/09/2025,2000,2000,2000
Haryana,Rewari,Kosli,Onion,Other,FAQ,24/09/2025,1500,1500,1500
Haryana,Rewari,Rewari,Banana,Other,Medium,24/09/2025,2000,3000,2500
Haryana,Rewari,Rewari,Potato,Other,Non-FAQ,24/09/2025,1000,1700,1350
Haryana,Rohtak,Meham,"Green Chilli","Green Chilly",FAQ,24/09/2025,3000,3000,3000
Haryana,Rohtak,Meham,Onion,Other,FAQ,24/09/2025,1500,1600,1550
Haryana,Rohtak,Meham,Potato,Other,FAQ,24/09/2025,800,800,800
Haryana,Rohtak,Meham,Pumpkin,Pumpkin,FAQ,24/09/2025,1000,1200,1100
Haryana,Sonipat,Ganaur,Capsicum,Capsicum,FAQ,24/09/2025,4500,5000,4800
Haryana,Sonipat,Ganaur,"Mousambi(Sweet Lime)",Mousambi,Medium,24/09/2025,3000,3500,3200
Haryana,Sonipat,Ganaur,"Yam (Ratalu)","Yam (Ratalu)",FAQ,24/09/2025,3000,3500,3200
Haryana,Sonipat,Gohana,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,1500,2000,1800
Haryana,Sonipat,Gohana,"Green Chilli",Other,FAQ,24/09/2025,3000,7000,5000
Haryana,Sonipat,Gohana,Guava,Other,Large,24/09/2025,2000,5000,3000
Haryana,Sonipat,Gohana,Tomato,Tomato,Non-FAQ,24/09/2025,3000,4000,3500
Haryana,Sonipat,Gohana,"Water Melon",Other,Large,24/09/2025,2000,3000,2500
Haryana,"Yamuna Nagar",Chhachrauli,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1500,1800,1500
Haryana,"Yamuna Nagar",Chhachrauli,Onion,Onion,FAQ,24/09/2025,1600,2000,1600
Haryana,"Yamuna Nagar",Mustafabad,Ridgeguard(Tori),Other,FAQ,24/09/2025,2500,2600,2600
Haryana,"Yamuna Nagar",Sadhaura,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,2000,4500,2500
Haryana,"Yamuna Nagar",Sadhaura,"Green Chilli","Green Chilly",FAQ,24/09/2025,2000,4500,3000
Haryana,"Yamuna Nagar",Sadhaura,"Sponge gourd",Other,FAQ,24/09/2025,1200,1500,1300
"Himachal Pradesh",Chamba,Chamba,"Bitter gourd",Other,FAQ,24/09/2025,3500,4000,3750
"Himachal Pradesh",Hamirpur,Hamirpur,Apple,Golden,Medium,24/09/2025,4000,7000,5500
"Himachal Pradesh",Hamirpur,Hamirpur,Apple,"Royal Delicious",Medium,24/09/2025,11000,12000,11500
"Himachal Pradesh",Hamirpur,Hamirpur,"Bitter gourd",Other,FAQ,24/09/2025,4000,4500,4200
"Himachal Pradesh",Hamirpur,Hamirpur,Brinjal,Other,FAQ,24/09/2025,3500,4000,3700
"Himachal Pradesh",Hamirpur,Hamirpur,Cauliflower,Other,FAQ,24/09/2025,6500,7000,6700
"Himachal Pradesh",Hamirpur,Hamirpur,Colacasia,Other,FAQ,24/09/2025,3000,3500,3200
"Himachal Pradesh",Hamirpur,Hamirpur,"Green Chilli",Other,FAQ,24/09/2025,7000,7500,7200
"Himachal Pradesh",Hamirpur,Hamirpur,Lemon,Other,FAQ,24/09/2025,4000,5000,4500
"Himachal Pradesh",Hamirpur,Hamirpur,Onion,Other,FAQ,24/09/2025,2000,2200,2100
"Himachal Pradesh",Hamirpur,Hamirpur,Papaya,Other,Medium,24/09/2025,5000,5500,5200
"Himachal Pradesh",Hamirpur,Hamirpur,Potato,Other,FAQ,24/09/2025,2600,3300,3000
"Himachal Pradesh",Hamirpur,Hamirpur,Tomato,Other,FAQ,24/09/2025,3200,3500,3300
"Himachal Pradesh",Kangra,Dharamshala,Brinjal,Other,FAQ,24/09/2025,2800,3500,3150
"Himachal Pradesh",Kangra,Dharamshala,"French Beans (Frasbean)",Other,FAQ,24/09/2025,9000,10000,9500
"Himachal Pradesh",Kangra,Kangra,Banana,Other,Medium,24/09/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,"Bitter gourd",Other,FAQ,24/09/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,"Bottle gourd",Other,FAQ,24/09/2025,2500,4500,3500
"Himachal Pradesh",Kangra,Kangra,Guava,Other,Medium,24/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra,Raddish,Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Kangra,Kangra(Baijnath),Apple,Apple,Medium,24/09/2025,4500,7500,6000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Capsicum,Capsicum,FAQ,24/09/2025,9000,9000,9000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Coriander(Leaves),Coriander,FAQ,24/09/2025,25000,25000,25000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,3400,3500,3500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Guava,Guava,Medium,24/09/2025,5500,6500,6000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Onion,Onion,FAQ,24/09/2025,2000,2100,2100
"Himachal Pradesh",Kangra,Kangra(Baijnath),Papaya,Other,Medium,24/09/2025,3500,4000,3800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pineapple,Other,Medium,24/09/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Apple,"Kasmir/Shimla - II",Medium,24/09/2025,6000,10000,8000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Banana,"Banana - Ripe",Medium,24/09/2025,4200,5000,4600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Beetroot,Beetroot,FAQ,24/09/2025,4500,5000,4700
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,3200,3600,3400
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Garlic,Average,FAQ,24/09/2025,9500,10000,9700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,24/09/2025,2500,3000,2800
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Capsicum,Capsicum,FAQ,24/09/2025,8000,9000,8500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,3000,4000,3500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Papaya,Other,Medium,24/09/2025,3500,3800,3600
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Sponge gourd",Other,FAQ,24/09/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Palampur,Banana,"Banana - Ripe",Medium,24/09/2025,4200,4800,4500
"Himachal Pradesh",Kangra,Palampur,Garlic,Average,FAQ,24/09/2025,9000,10000,9500
"Himachal Pradesh",Kangra,Palampur,Ginger(Green),Other,FAQ,24/09/2025,7000,8000,7500
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,24/09/2025,5000,7500,6500
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,24/09/2025,1200,3000,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,24/09/2025,7000,9000,8000
"Himachal Pradesh",Mandi,Mandi(Mandi),Pear(Marasebu),Pears,Medium,24/09/2025,6000,6500,6200
"Himachal Pradesh",Mandi,Mandi(Mandi),"Persimon(Japani Fal)","Persimon(Japani Fal)",Medium,24/09/2025,3000,7000,5000
"Himachal Pradesh",Mandi,Mandi(Mandi),Raddish,Raddish,FAQ,24/09/2025,1000,1500,1200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Brinjal,Other,FAQ,24/09/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cabbage,Other,FAQ,24/09/2025,2000,3000,2500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Guava,Other,Large,24/09/2025,3000,5000,4000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Onion,Other,FAQ,24/09/2025,1600,1800,1700
"Himachal Pradesh",Sirmore,"Paonta Sahib",Pumpkin,Other,FAQ,24/09/2025,1800,2200,2000
"Himachal Pradesh",Solan,Solan,Apple,Apple,Medium,24/09/2025,2500,11000,6500
"Himachal Pradesh",Solan,Solan,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,1800,2000,2000
"Himachal Pradesh",Solan,Solan,Capsicum,Capsicum,FAQ,24/09/2025,1000,5000,3500
"Himachal Pradesh",Solan,Solan,Carrot,Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan,Garlic,Other,FAQ,24/09/2025,5000,13000,7000
"Himachal Pradesh",Solan,Solan,Ginger(Green),Other,FAQ,24/09/2025,3500,5000,4000
"Himachal Pradesh",Solan,Solan,Mashrooms,Other,FAQ,24/09/2025,10000,12000,11000
"Himachal Pradesh",Solan,Solan,Onion,Other,FAQ,24/09/2025,1000,1800,1800
"Himachal Pradesh",Solan,Solan,Papaya,Other,Medium,24/09/2025,2000,3000,2500
"Himachal Pradesh",Solan,Solan,Pumpkin,Other,FAQ,24/09/2025,1500,1800,1700
"Himachal Pradesh",Solan,Solan,"Sponge gourd",Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan(Nalagarh),Capsicum,Other,FAQ,24/09/2025,5000,6000,5500
"Himachal Pradesh",Solan,Solan(Nalagarh),Cucumbar(Kheera),Other,FAQ,24/09/2025,2000,2500,2200
"Himachal Pradesh",Solan,Solan(Nalagarh),Pumpkin,Other,FAQ,24/09/2025,1000,1500,1200
"Himachal Pradesh",Solan,Solan(Nalagarh),"Sponge gourd",Other,FAQ,24/09/2025,2000,2200,2100
"Jammu and Kashmir",Jammu,Batote,Brinjal,Other,FAQ,24/09/2025,2100,2300,2200
"Jammu and Kashmir",Kathua,Kathua,Apple,Delicious,Medium,24/09/2025,2000,7000,4500
"Jammu and Kashmir",Kathua,Kathua,Capsicum,Other,FAQ,24/09/2025,8000,9000,8500
"Jammu and Kashmir",Kathua,Kathua,Cauliflower,Other,FAQ,24/09/2025,2500,3000,2750
"Jammu and Kashmir",Kathua,Kathua,Pomegranate,Other,Medium,24/09/2025,8000,10000,9000
"Jammu and Kashmir",Kathua,Kathua,Potato,Other,FAQ,24/09/2025,1400,1500,1450
"Jammu and Kashmir",Kathua,Kathua,Pumpkin,Other,FAQ,24/09/2025,1500,1600,1550
"Jammu and Kashmir",Kathua,Kathua,"Round gourd",Other,FAQ,24/09/2025,2000,2500,2250
"Jammu and Kashmir",Srinagar,Parimpore,Garlic,Other,FAQ,24/09/2025,8000,10000,9000
"Jammu and Kashmir",Srinagar,Parimpore,Potato,Local,FAQ,24/09/2025,2200,2500,2350
"Jammu and Kashmir",Srinagar,Parimpore,Potato,Other,FAQ,24/09/2025,1300,1500,1400
"Jammu and Kashmir",Srinagar,Parimpore,Spinach,Other,FAQ,24/09/2025,3000,3500,3250
"Jammu and Kashmir",Srinagar,Parimpore,Turnip,Other,FAQ,24/09/2025,2500,3000,2750
"Jammu and Kashmir",Udhampur,Udhampur,Apple,Delicious,Medium,24/09/2025,4000,6000,5000
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,Local,24/09/2025,4000,4500,4300
Karnataka,Bangalore,Ramanagara,Beans,"Beans (Whole)",Local,24/09/2025,2400,3500,3000
Karnataka,Bangalore,Ramanagara,"Bhindi(Ladies Finger)",Bhindi,Local,24/09/2025,2400,3200,2800
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,Local,24/09/2025,1800,2000,1900
Karnataka,Bangalore,Ramanagara,"Green Avare (W)","Green Avare (W)",Local,24/09/2025,3500,4000,3800
Karnataka,Bangalore,Ramanagara,Raddish,Raddish,Local,24/09/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Seemebadnekai,Seemebadanekai,Local,24/09/2025,1200,1600,1400
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,Local,24/09/2025,1000,2000,1600
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beans,"Beans (Whole)",Local,24/09/2025,2000,2500,2300
Karnataka,Chamrajnagar,"Chamaraj Nagar",Brinjal,Other,Local,24/09/2025,1000,1500,1300
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cabbage,Cabbage,Local,24/09/2025,1000,1500,1300
Karnataka,Chamrajnagar,"Chamaraj Nagar",Ridgeguard(Tori),Ridgeguard(Tori),Local,24/09/2025,2000,2500,2300
Karnataka,Chamrajnagar,Gundlupet,"Bengal Gram(Gram)(Whole)",Jawari/Local,Local,24/09/2025,6500,6500,6500
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,Local,24/09/2025,2100,2200,2200
Karnataka,Kolar,Malur,Beans,"Beans (Whole)",Local,24/09/2025,2500,3500,3000
Kerala,Alappuzha,Chengannur,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,3700,4000,3800
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,24/09/2025,3400,3700,3600
Kerala,Alappuzha,Chengannur,Cauliflower,Other,FAQ,24/09/2025,0,0,4000
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,24/09/2025,2600,3000,2800
Kerala,Alappuzha,Chengannur,Garlic,Garlic,FAQ,24/09/2025,0,0,8000
